Feature.name	Estimate	Std.Error	z.value	p.value	comparaison	padj	Condition	xrn4	xrn4_dne1	delta_prop	diff	Change	Degradation_Tag
AT3G52340.1	-0.777367475317966	0.228267968241761	-3.4055039842237	0.000660420498577174	xrn4_dne1 - xrn4	0.0347176224165828	Seedling	0.142773653700503	0.0705206134259498	0.0722530402745532	significant	decrease	3'_truncated
AT3G53270.1	-1.5105911708807	0.29489911026237	-5.12239989309135	3.01671262192826e-07	xrn4_dne1 - xrn4	6.13197118950618e-05	Seedling	0.146021379774167	0.0374239859999354	0.108597393774232	significant	decrease	3'_truncated
AT3G53500.1	0.32487754518784	0.0657142284992809	4.94379303549755	7.66170420885004e-07	xrn4_dne1 - xrn4	0.000127421106178821	Seedling	0.128532088122605	0.16690009926364	0.0383680111410344	significant	increase	3'_truncated
AT3G54130.1	-0.48664864269616	0.140753776339492	-3.45744643839882	0.000545320632181712	xrn4_dne1 - xrn4	0.0295666417133428	Seedling	0.0870099439984466	0.0559839391323932	0.0310260048660534	significant	decrease	3'_truncated
AT3G54790.1	-0.853423453813886	0.258727872003884	-3.29853698097542	0.000971900772021472	xrn4_dne1 - xrn4	0.0455896223675918	Seedling	0.212007624207397	0.108439898196615	0.103567726010782	significant	decrease	3'_truncated
AT3G55610.1	-0.414755570449741	0.0914379540056623	-4.53592356653187	5.73519495161712e-06	xrn4_dne1 - xrn4	0.000728608725311691	Seedling	0.104179522098571	0.072929535227211	0.0312499868713596	significant	decrease	3'_truncated
AT3G55750.1	-0.258390029670332	0.0738447184049267	-3.49909966821801	0.000466832044272669	xrn4_dne1 - xrn4	0.0266882044310132	Seedling	0.00681465774276131	0.00522939356208188	0.00158526418067942	significant	decrease	3'_truncated
AT3G59660.1	-0.592790300126497	0.110678550283605	-5.35596372203573	8.51015842240344e-08	xrn4_dne1 - xrn4	2.22406911684926e-05	Seedling	0.14627263417586	0.0885524015906364	0.0577202325852235	significant	decrease	3'_truncated
AT3G62010.1	-0.439092160742832	0.117155554617571	-3.74794146275142	0.000178291849573409	xrn4_dne1 - xrn4	0.0130466843843838	Seedling	0.407032094513799	0.302481328616352	0.104550765897447	significant	decrease	3'_truncated
AT3G62840.1	1.03941557068821	0.292996888537994	3.54753108770104	0.000388859857294088	xrn4_dne1 - xrn4	0.0226554211125416	Seedling	0.00197357278831151	0.00556456254229644	0.00359098975398493	significant	increase	3'_truncated
AT4G01000.1	-0.458422202797229	0.0935224035346121	-4.90173675473994	9.49930749838401e-07	xrn4_dne1 - xrn4	0.000152438887171436	Seedling	0.114490628543851	0.0764564744951977	0.0380341540486529	significant	decrease	3'_truncated
AT4G01320.1	1.18521517733977	0.307563771579784	3.85355912125793	0.000116413136989069	xrn4_dne1 - xrn4	0.00950741932177688	Seedling	0.0249246604829557	0.0750834459130519	0.0501587854300963	significant	increase	3'_truncated
AT4G01370.1	-0.472788113943847	0.130379586068086	-3.62624340360269	0.000287574302422433	xrn4_dne1 - xrn4	0.017894164246653	Seedling	0.0616527200781047	0.0398524127536926	0.0218003073244121	significant	decrease	3'_truncated
AT4G02480.1	-0.359372303084483	0.0875439874216643	-4.10504837246595	4.04230285950824e-05	xrn4_dne1 - xrn4	0.00401901567999151	Seedling	0.154296930459721	0.110938867225663	0.0433580632340583	significant	decrease	3'_truncated
AT4G03070.1	0.566826645799802	0.148121743857026	3.82676189896151	0.000129839995314907	xrn4_dne1 - xrn4	0.0103273603230039	Seedling	0.0836927306315061	0.14246602780699	0.0587732971754835	significant	increase	3'_truncated
AT4G03400.1	0.737001831001186	0.151860707986964	4.85314365230306	1.21519599249886e-06	xrn4_dne1 - xrn4	0.000191644788679088	Seedling	0.0756112289383763	0.135144765508543	0.0595335365701663	significant	increase	3'_truncated
AT4G05160.1	1.9314924963586	0.443478522119795	4.35532365158567	1.32870450149092e-05	xrn4_dne1 - xrn4	0.00151920750939218	Seedling	0.0336061507936508	0.182157827592491	0.148551676798841	significant	increase	3'_truncated
AT4G09000.1	0.582732489007384	0.162634661140008	3.58307684796492	0.000339570653717924	xrn4_dne1 - xrn4	0.0201691738282978	Seedling	0.0300832907158379	0.0526971998366296	0.0226139091207918	significant	increase	3'_truncated
AT4G09310.1	0.438947339709777	0.126669795011346	3.46528815074233	0.000529663641450684	xrn4_dne1 - xrn4	0.0293920762819108	Seedling	0.0876323199469967	0.130424580344551	0.0427922603975541	significant	increase	3'_truncated
AT4G09670.1	-0.612811650790469	0.136490803843183	-4.48976512362356	7.1301751114472e-06	xrn4_dne1 - xrn4	0.000869596156592101	Seedling	0.0315213330866206	0.0177516182843728	0.0137697148022478	significant	decrease	3'_truncated
