Feature.name	Estimate	Std.Error	z.value	p.value	comparaison	padj	Condition	Col0	xrn4	delta_prop	diff	Change	Degradation_Tag
AT3G46630.1	-0.793656213365281	0.159664318448901	-4.9707800783259	6.6684055188837e-07	xrn4 - Col0	8.9013687383499e-05	Seedling	0.157390845716382	0.0804319202916131	0.0769589254247692	significant	decrease	3'_truncated
AT3G49310.1	-0.591092775952475	0.0720240847478775	-8.20687660275882	2.22044604925031e-16	xrn4 - Col0	2.59348098552437e-13	Seedling	0.160999722922877	0.0980422583095556	0.0629574646133215	significant	decrease	3'_truncated
AT3G49320.1	-1.16957983089235	0.368619927836532	-3.1728611031876	0.00150944719107859	xrn4 - Col0	0.0470142485114613	Seedling	0.0927059460147696	0.0288778116249731	0.0638281343897965	significant	decrease	3'_truncated
AT3G50360.1	-0.870975272713451	0.261238193339723	-3.33402731652184	0.000855982509203379	xrn4 - Col0	0.0325134169349446	Seedling	0.101477214599507	0.0467462132813891	0.0547310013181174	significant	decrease	3'_truncated
AT3G50660.1	-0.611083744777256	0.155258768749851	-3.93590487479532	8.28838010178412e-05	xrn4 - Col0	0.00484041397944193	Seedling	0.323643662334886	0.207742069705953	0.115901592628933	significant	decrease	3'_truncated
AT3G54130.1	0.627580815886332	0.184537403508193	3.40083258979239	0.000671809566865411	xrn4 - Col0	0.0266660722142874	Seedling	0.0489225733694311	0.0870099439984466	0.0380873706290156	significant	increase	3'_truncated
AT3G55830.1	-0.558411869439711	0.11264637475589	-4.95721118988352	7.15122308925231e-07	xrn4 - Col0	9.280698409163e-05	Seedling	0.128429651750899	0.0772008889536578	0.0512287627972414	significant	decrease	3'_truncated
AT3G59350.2	-1.10721199139756	0.288522478101785	-3.83752419805209	0.000124280991055992	xrn4 - Col0	0.00691239035968563	Seedling	0.248124265627931	0.111293711053271	0.13683055457466	significant	decrease	3'_truncated
AT3G60600.1	-0.604326759054885	0.147584299522881	-4.09479030634416	4.22550652623421e-05	xrn4 - Col0	0.00285655412143078	Seedling	0.197741920842411	0.118798795609415	0.0789431252329964	significant	decrease	3'_truncated
AT3G62400.2	-0.256138559568733	0.0746907941724034	-3.4293189998423	0.000605097876915206	xrn4 - Col0	0.0245936939009417	Seedling	0.133841592660017	0.10381127385003	0.0300303188099872	significant	decrease	3'_truncated
AT3G62980.1	-0.519840808392742	0.0726076348849853	-7.15958878451556	8.09130540346814e-13	xrn4 - Col0	3.78025788450032e-10	Seedling	0.283443730660071	0.193210850279107	0.090232880380964	significant	decrease	3'_truncated
AT4G04630.1	0.584561276194313	0.16816265247005	3.4761658882517	0.000508637560174385	xrn4 - Col0	0.0220032840845808	Seedling	0.0332373193618518	0.0589721838331405	0.0257348644712887	significant	increase	3'_truncated
AT4G13640.1	0.520097310923067	0.162622541198285	3.19818708458697	0.00138294529434413	xrn4 - Col0	0.0461508601083984	Seedling	0.0407813034237396	0.0684434745279106	0.027662171104171	significant	increase	3'_truncated
AT4G17540.1	-0.626701543949152	0.154842677005381	-4.0473437689751	5.1802134786394e-05	xrn4 - Col0	0.00331533662632921	Seedling	0.126472768975411	0.0737809222553055	0.0526918467201054	significant	decrease	3'_truncated
AT4G17890.1	0.706419380713428	0.147617923508052	4.78545805228657	1.70597815096762e-06	xrn4 - Col0	0.000199258248033019	Seedling	0.0378170954718267	0.0720551073894025	0.0342380119175758	significant	increase	3'_truncated
AT4G18950.1	-0.319061880653225	0.0680425844606313	-4.68914993724012	2.74342321526788e-06	xrn4 - Col0	0.000281227206853143	Seedling	0.207582598361826	0.159455905082652	0.0481266932791742	significant	decrease	3'_truncated
